ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
CA-0601,closed,Russell Airport,230,NA,CA,CA-ON,Embrun,,,PH4,"-75.3081, 45.292501"
CA-0602,closed,Digby Water Aerodrome,0,NA,CA,CA-NS,Digby,,,DV4,"-65.745, 44.625"
CA-0603,closed,Homathko River Airport,30,NA,CA,CA-BC,Homathko River,,,BS2,"-124.8848, 50.9501002"
CA-0604,heliport,Stuart Lake Hospital Helipad,2362,NA,CA,CA-BC,Fort St. James,CFJ2,,CFJ2,"-124.2424, 54.440705"
CA-0605,closed,Disraeli Inlet Water Aerodrome,,NA,CA,CA-NU,Disraeli Inlet,,,SW6,"-73, 82.75"
CA-0606,closed,Flagg Cove Water Aerodrome,0,NA,CA,CA-NB,North Head,,,CH5,"-66.753, 44.761"
CA-0607,closed,O'sullivan Lake Water Aerodrome,962,NA,CA,CA-ON,,,,NK7,"-87.1167, 50.4333"
CA-0608,closed,Evergreen Acres Airport,2200,NA,CA,CA-SK,Turtle Lake,,,KP7,"-108.6653, 53.5133"
CA-0609,small_airport,Palestine Airport,897,NA,CA,CA-ON,Kirkfield,CKP4,,CKP4,"-78.977902, 44.490101"
CA-0610,small_airport,Lampman/Spitfire Air Airport,1967,NA,CA,CA-SK,Lampman,CSF8,,CSF8,"-102.882902, 49.49"
CA-0611,closed,Holman Water Aerodrome,0,NA,CA,CA-NT,Ulukhaktok,,,EH8,"-117.760401, 70.7347"
CA-0612,heliport,Chrome Island Lightstation Helipad,48,NA,CA,CA-BC,Chrome Island,,,AL2,"-124.684468, 49.471829"
CA-0613,closed,Jumping Cairbou Lake Water Aerodrome,1033,NA,CA,CA-ON,Temagami,,,NP6,"-79.78, 46.88"
CA-0614,closed,Wawa Lake Water Aerodrome,941,NA,CA,CA-ON,Wawa,,,NG8,"-84.760001, 48"
CA-0615,closed,Sundance Airport,2415,NA,CA,CA-AB,Wabamun Lake,,,EG6,"-114.61, 53.526"
CA-0616,closed,St-Tite Airport,470,NA,CA,CA-QC,St-Tite,,,SL7,"-72.58702, 46.7156"
CA-0617,closed,Iqaluit Water Aerodrome,,NA,CA,CA-NU,Iqaluit,,,SF7,"-68.51, 63.730001"
CA-0618,closed,Pinchgut Lake Water Aerodrome,614,NA,CA,CA-NL,Pinchgut Lake,,,CK5,"-57.990001, 48.817"
CA-0619,closed,Island Marina Water Aerodrome,930,NA,CA,CA-ON,Barry's Bay,,,PC2,"-77.6925, 45.4425"
CA-0620,closed,Blenheim Airport,606,NA,CA,CA-ON,Blenheim,,,PP3,"-82.002, 42.283"
CA-0621,heliport,Cape Scott Lightstation Helipad,207,NA,CA,CA-BC,Vancouver Island,,,AD2,"-128.427504, 50.7819"
CA-0622,closed,Longstaff Bluff Water Aerodrome,,NA,CA,CA-NU,Longstaff Bluff,,,SV8,"-75.27, 68.91"
CA-0623,closed,Miguasha Airport,110,NA,CA,CA-QC,Miguasha,,,SM2,"-66.282, 48.0758"
CA-0624,closed,Lac Pontbriand Water Aerodrome,505,NA,CA,CA-QC,Rawdon,,,SL8,"-73.78, 46.051003"
CA-0625,closed,Fort Vermilion Water Aerodrome,817,NA,CA,CA-AB,Fort Vermilion,,,ED8,"-115.973601, 58.407203"
CA-0627,closed,Matagami Heliport,860,NA,CA,CA-QC,Matagami,,,,"-77.6626, 49.7534"
CA-0628,closed,Little Grand Rapids Water Aerodrome,965,NA,CA,CA-MB,Little Grand Rapids,,,KB3,"-95.47, 52.036"
CA-0629,heliport,Valleyview Health Centre Heliport,2337,NA,CA,CA-AB,Valleyview,CVV2,,CVV2,"-117.2718, 55.0675"
CA-0630,heliport,Sisters Islets Lighthouse Helipad,12,NA,CA,CA-BC,Strait of Georgia,,,BC5,"-124.435062, 49.486989"
CA-0631,closed,Lac Boyer Water Aerodrome,1077,NA,CA,CA-QC,Val-d'Or,,,SY7,"-77.3534, 47.937102"
CA-0632,closed,Green Lake Water Aerodrome,1493,NA,CA,CA-SK,Green Lake,,,JJ3,"-107.795, 54.27"
CA-0633,closed,Calgary Broadcast House Helipad,3963,NA,CA,CA-AB,Calgary,,,,"-114.171401, 51.0589"
CA-0634,closed,Ethelda Bay Water Aerodrome,0,NA,CA,CA-BC,Ethelda Bay,,,AT6,"-129.677008, 53.057"
CA-0635,small_airport,Stouffville Airport,972,NA,CA,CA-ON,WhitchurchâStouffville,CBB2,,CBB2,"-79.2674, 43.9931"
CA-0636,heliport,Active Pass Lighthouse Heliport,24,NA,CA,CA-BC,Mayne Island,,,AB2,"-123.2914, 48.8734"
CA-0637,closed,Stornoway Airport,1154,NA,CA,CA-QC,Stornoway,,,SM7,"-71.21865, 45.739983"
CA-0638,closed,Louisville/Cascades Heliport,36,NA,CA,CA-QC,Louisville,,,,"-72.9511, 46.259103"
CA-0639,closed,Alexis Creek Airport,2300,NA,CA,CA-BC,Alexis Creek,,,AL5,"-123.2585, 52.0632"
CA-0640,closed,Stuart Lake Water Aerodrome,2240,NA,CA,CA-BC,Fort St. James,,,AV6,"-124.31, 54.450003"
CA-0641,closed,Kemano Bay Water Aerodrome,0,NA,CA,CA-BC,Kemano,,,AM7,"-128.13, 53.480001"
CA-0642,heliport,Ivory Island Lightstation Helipad,14,NA,CA,CA-BC,Seaforth Channel,,,BM2,"-128.405304, 52.271104"
CA-0643,closed,Bowden Airport,3104,NA,CA,CA-AB,Innisfail,,,,"-114.0115, 51.9832"
CA-0644,closed,Fort Coulonge Water Aerodrome,345,NA,CA,CA-QC,Fort-Coulonge,,,SD7,"-76.752, 45.835"
CA-0645,closed,Ethelda Bay Coast Guard Heliport,33,NA,CA,CA-BC,Ethelda Bay,,,BN2,"-129.680003, 53.0536"
CA-0646,closed,Selkirk Mountain Heliport,1559,NA,CA,CA-BC,Revelstoke,,,,"-118.209501, 51.010905"
CA-0647,heliport,Discovery Island Lightstation Helipad,63,NA,CA,CA-BC,Discovery Island,,,BN3,"-123.225802, 48.4248"
CA-0648,closed,Mary's Harbour Water Aerodrome,0,NA,CA,CA-NL,Mary's Harbour,,,CG5,"-55.827, 52.312"
CA-0649,closed,Sanikiluaq Water Aerodrome,0,NA,CA,CA-NU,Sanikiluaq,,,SX9,"-79.230807, 56.545849"
CA-0650,closed,Mount Lake Water Aerodrome,1024,NA,CA,CA-ON,Mount Lake,,,ND7,"-89.252, 49.803502"
CA-0651,closed,Northumberland Health Care Centre Helipap,376,NA,CA,CA-ON,Port Hope,,,NB3,"-78.286901, 43.9667"
CA-0652,closed,Malartic Airport,1054,NA,CA,CA-QC,Malartic,,,SB2,"-78.1412, 48.1551"
CA-0653,small_airport,Aviation PLMG Inc Airport,880,NA,CA,CA-QC,Ste-Anne-du-Lac,CAL8,,CAL8,"-75.3329, 46.8844"
CA-0654,closed,St. Lina Airport,2120,NA,CA,CA-AB,St. Lina,,,,"-111.498901, 54.3014"
CA-0655,closed,Quebec/SÃ»retÃ© Heliport,66,NA,CA,CA-QC,Quebec City,,,,"-71.2841, 46.834"
CA-0656,closed,Lourdes-de-Blanc-Sablon Water Aerodrome,0,NA,CA,CA-QC,Lourdes-de-Blanc,,,SL6,"-57.201, 51.409004"
CA-0657,closed,Pointe-au-ChÃªne Water Aerodrome,118,NA,CA,CA-QC,Pointe-au-ChÃªne,,,TF2,"-74.75, 45.640002"
CA-0658,closed,Squamish Water Aerodrome,0,NA,CA,CA-BC,Squamish,,,AB9,"-123.165001, 49.68"
CA-0659,closed,Yahk Aerodrome,2870,NA,CA,CA-BC,,,,,"-116.0598, 49.109"
CA-0660,heliport,Bonilla Island Lightstation Helipad,13,NA,CA,CA-BC,Hecate Strait,,,AC7,"-130.6353, 53.492902"
CA-0661,heliport,Addenbroke Island Lightstation Helipad,28,NA,CA,CA-BC,Addenbroke Island,,,CAK5,"-127.863602, 51.6045"
CA-0662,closed,Tsayta Lake Water Aerodrome,2887,NA,CA,CA-BC,Tsayta Lake,,,AK9,"-125.457764, 55.450345"
CA-0663,closed,Riviere-St-Maurice-Aviation-Mauricie-Seaplane-Base,325,NA,CA,CA-QC,Grand-MÃ©re,,,CMA3,"-72.704, 46.654"
CA-0664,closed,Heli-Delta Helipad,40,NA,CA,CA-BC,Vancouver,,,,"-122.951, 49.1739"
CA-0665,closed,Coutts Airport,3290,NA,CA,CA-AB,Coutts,,,FJ2,"-111.865, 49.09"
CA-0666,seaplane_base,Duplicate - Morrison Lake Seaplane Base,716,NA,CA,CA-ON,Gravenhurst,,,,"-79.461, 44.8705"
CA-0667,closed,Pincher Creek/Cooks Aerodrome,3725,NA,CA,CA-AB,Pincher Creek,,,,"-113.937, 49.5163"
CA-0668,closed,Wrentham,3105,NA,CA,CA-AB,Wrentham,,,,"-112.108001, 49.502"
CA-0669,closed,Purple Springs Airport,2870,NA,CA,CA-AB,Purple Springs,,,FD6,"-111.875202, 49.6877"
CA-0670,closed,Skiff Aerodrome,2965,NA,CA,CA-AB,Skiff,,,,"-111.7829, 49.4995"
CA-0671,closed,Ocean Pond Water Aerodrome,233,NA,CA,CA-NL,Ocean Pond,,,CJ5,"-53.4245, 47.416"
CA-0672,closed,Cape Dorset Water Aerodrome,0,NA,CA,CA-NU,Cape Dorset,,,SQ6,"-76.524986, 64.2425"
CA-0673,medium_airport,Cycd,,NA,CA,CA-BC,Nanaimo,,,,"-123.87085, 49.05497"
CA-0674,closed,Bowron Lake Airport,3000,NA,CA,CA-BC,Bowron Lake,,,AK2,"-121.42034, 53.255704"
CA-0675,closed,Geraldton Water Aerodrome,1086,NA,CA,CA-ON,Geraldton,,,NA6,"-86.86, 49.6963"
CA-0676,closed,McIntosh Lake Water Aerodrome,1414,NA,CA,CA-ON,Algonquin Provincial Park,,,NA7,"-78.7717, 45.6711"
CA-0677,small_airport,Intergalactic,10,NA,CA,CA-BC,,,,,"-122.732863, 49.020309"
CA-0678,closed,Brussels/Van Keulen Field,1118,NA,CA,CA-ON,Brussels,,,PD6,"-81.195802, 43.7833"
CA-0679,closed,Gogama Airport,1145,NA,CA,CA-ON,Gogama,,,PK4,"-81.719822, 47.684536"
CA-0680,closed,Colonsay Airport,1737,NA,CA,CA-SK,Colonsay,,,KH3,"-105.9067, 51.9683"
CA-0681,small_airport,Twin Creeks Airport,2913,NA,CA,CA-YT,Twin Creeks,,,CFS7,"-131.270277, 62.619444"
CA-0682,small_airport,Brechin / Skywagon City Airfield,,NA,CA,CA-ON,Brechin,,,,"-79.233377, 44.569964"
CA-0683,seaplane_base,Brechin / Ronan Waterdrome,,NA,CA,CA-ON,Brechin,,,,"-79.2237, 44.569697"
CA-0684,small_airport,Brechin / Ronan Airfield,,NA,CA,CA-ON,Brechin,,,,"-79.225384, 44.571164"
CA-0685,closed,Kuujjuaq Water Aerodrome,3,NA,CA,CA-QC,Kuujjuaq,,,SQ7,"-68.4, 58.085"
CA-0686,closed,La Romaine Water Aerodrome,0,NA,CA,CA-QC,La Romaine,,,SQ8,"-60.675, 50.21"
CA-0687,small_airport,Duplicate Baldwin West,750,NA,CA,CA-ON,,CBW8,,CBW8,"-79.361667, 44.2775"
CA-0688,closed,Amherst Airport,69,NA,CA,CA-NS,Amherst,,,CQ4,"-64.239019, 45.812972"
CA-0689,closed,Red Bay Water Aerodrome,0,NA,CA,CA-NL,Red Bay,,,CP5,"-56.440726, 51.725117"
CA-0690,closed,Big Harbour Aerodrome,82,NA,CA,CA-NS,Big Harbour,,,CY5,"-60.634297, 46.142276"
CA-0691,closed,Tatamagouche Airport,8,NA,CA,CA-NS,Tatamgouche,,,DA2,"-63.324875, 45.734393"
CA-0692,closed,Baie Verte Water Aerodrome,0,NA,CA,CA-NL,Baie Verte,,,DM4,"-56.177848, 49.93811"
CA-0693,closed,Campbellton Water Aerodrome,,NA,CA,CA-NB,Campbellton,,,DN4,"-66.630899, 48.018834"
CA-0694,closed,Cartwright Water Aerodrome,0,NA,CA,CA-NL,Cartwright,,,DP4,"-57.027136, 53.700893"
CA-0695,closed,Catalina Harbour Water Aerodrome,0,NA,CA,CA-NL,Catalina,,,DQ4,"-53.07021, 48.508475"
CA-0696,closed,Charlottetown Water Aerodrome,,NA,CA,CA-PE,Charlottetown,,,DR4,"-63.138428, 46.217852"
CA-0697,closed,Churchill Falls Water Aerodrome,449,NA,CA,CA-NL,Churchill Falls,,,DS4,"-63.988769, 53.515182"
CA-0698,closed,Dauphinee (Mill) Lake Water Aerodrome,243,NA,CA,CA-NS,Hubbards,,,DT4,"-64.09235, 44.647193"
CA-0699,small_airport,Bolton Lake Lodge Airstrip,719,NA,CA,CA-MB,Bolton Lake,,,,"-95.766588, 54.220665"
CA-0700,closed,Amaranth Airstrip,,NA,CA,CA-ON,,,,,"-80.225381, 43.967869"
CA-0701,closed,New Richmond Airport,44,NA,CA,CA-QC,New Richmond,,,,"-65.894721, 48.175468"
CA-0702,closed,Hopewell Airport,402,NA,CA,CA-NS,Hopewell,,,CF3,"-62.716645, 45.474036"
CA-0703,closed,RCAF Maitland,89,NA,CA,CA-NS,Maitland,,,,"-63.53312, 45.324905"
CA-0704,closed,RCAF Scoudouc,156,NA,CA,CA-NB,Scoudouc,,,,"-64.588525, 46.171629"
CA-0705,closed,Havre Aubert Airport,24,NA,CA,CA-QC,Havre Aubert,,,,"-61.828659, 47.223818"
CA-0706,closed,Tabusintac Airport,82,NA,CA,CA-NB,Tabusintac,,,CG2,"-65.041308, 47.343646"
CA-0707,closed,Petitot Airport,1558,NA,CA,CA-BC,,,,BV6,"-121.844599, 59.719703"
CA-0708,small_airport,Fawcettville Airfield,,NA,CA,CA-ON,Prince Edward,,,,"-77.147112, 44.034448"
CA-0709,small_airport,Unknown Rural MB Airport,,NA,CA,CA-MB,,,,,"-96.834781, 50.052196"
CA-0710,small_airport,Lambton Airport,1081,NA,CA,CA-QC,Lambton,,,,"-71.101641, 45.83345"
CA-0711,closed,Saint Germain Airport,298,NA,CA,CA-QC,Saint Germain,,,ST4,"-72.572003, 45.849246"
CA-CAB5,heliport,Abbotsford (Regional Hospital & Cancer Centre) Heliport,287,NA,CA,CA-BC,Abbotsford,CAB5,,CAB5,"-122.314048558, 49.0361500085"
CAA2,small_airport,St. AndrÃ©-Avellin Aerodrome,550,NA,CA,CA-QC,St. Andre Avellin,CAA2,,CAA2,"-75.070267, 45.744319"
CAA5,seaplane_base,Zeballos Seaplane Base,0,NA,CA,CA-BC,Zeballos,CAA5,,CAA5,"-126.8445, 49.9778"
CAA6,heliport,Smithers (Canadian) Heliport,1600,NA,CA,CA-BC,Smithers,CAA6,,CAA6,"-127.141599, 54.772295"
CAA7,seaplane_base,Gilford Island/Echo Bay Seaplane Base,0,NA,CA,CA-BC,Gilford Island,CAA7,,CAA7,"-126.483001709, 50.766700744599994"
CAA8,small_airport,Invermere Airport,2820,NA,CA,CA-BC,Invermere,CAA8,,CAA8,"-116, 50.516700744628906"
CAA9,seaplane_base,Port Alberni/Sproat Lake Seaplane Base,95,NA,CA,CA-BC,Sproat Lake,CAA9,,CAA9,"-124.937746525, 49.2891524507"
CAB3,seaplane_base,Bedwell Harbour Seaplane Base,0,NA,CA,CA-BC,Bedwell Harbour,CAB3,YBW,CAB3,"-123.233001709, 48.75"
CAB4,seaplane_base,Tofino Harbour Seaplane Base,0,NA,CA,CA-BC,Tofino Harbour,CAB4,YTP,CAB4,"-125.91, 49.155"
CAB5,closed,Bronson Creek Airport,396,NA,CA,CA-BC,Bronson Creek,,YBM,,"-131.087005615, 56.681098938"
CAB7,heliport,Kelowna (Alpine) Heliport,1640,NA,CA,CA-BC,Kelowna,CAB7,,CAB7,"-119.568517, 49.863872"
CAC3,closed,Alice Arm/Silver City Seaplane Base,0,NA,CA,CA-BC,,CAC3,ZAA,CAC3,"-129.483001709, 55.4667015076"
CAC5,seaplane_base,Williams Lake Seaplane Base,1859,NA,CA,CA-BC,Williams Lake,CAC5,,CAC5,"-122.099998474, 52.1166992188"
CAC6,heliport,Calgary (Alberta Children's Hospital),3670,NA,CA,CA-AB,Calgary,CAC6,,CAC6,"-114.14770782, 51.0758262465"
CAC8,seaplane_base,Nanaimo Harbour Water Airport,0,NA,CA,CA-BC,Nanaimo,CAC8,ZNA,CAC8,"-123.949996948, 49.1833000183"
CAC9,seaplane_base,Stewart Seaplane Base,0,NA,CA,CA-BC,Stewart,CAC9,,CAC9,"-130, 55.916698455799995"
CAD2,heliport,Allan Dale Residence Heliport,3248,NA,CA,CA-AB,Red Deer,CAD2,,CAD2,"-113.6974, 52.2699"
CAD3,heliport,Allan Dale Trailers & RV Heliport,2930,NA,CA,CA-AB,Red Deer,CAD3,,CAD3,"-113.8633, 52.308801"
CAD4,small_airport,Trail Airport,1427,NA,CA,CA-BC,Trail,CAD4,YZZ,CAD4,"-117.60900116, 49.0555992126"
CAD5,small_airport,Merritt Airport,2080,NA,CA,CA-BC,Merritt,CAD5,YMB,CAD5,"-120.747001648, 50.122798919699996"
CAD6,seaplane_base,Atlin Seaplane Base,2190,NA,CA,CA-BC,Atlin,CAD6,,CAD6,"-133.716995239, 59.5666999817"
CAD7,seaplane_base,Gilford Island/Health Bay Seaplane Base,0,NA,CA,CA-BC,Gilford Island,CAD7,,CAD7,"-126.599998474, 50.7000007629"
CAD8,seaplane_base,Nelson Seaplane Base,1740,NA,CA,CA-BC,Nelson,CAD8,,CAD8,"-117.300003052, 49.5"
CAE2,heliport,Cranbrook (East Kootenay Regional Hospital) Heliport,3050,NA,CA,CA-BC,Cranbrook,CAE2,,CAE2,"-115.75, 49.51250076293945"
CAE3,seaplane_base,Campbell River Seaplane Base,,NA,CA,CA-BC,Campbell River,CAE3,YHH,CAE3,"-125.25, 50.049999"
CAE4,small_airport,Tsacha Lake Airport,3450,NA,CA,CA-BC,Tsacha Lake,CAE4,,CAE4,"-124.83300018310547, 53.016700744628906"
CAE5,seaplane_base,Whistler/Green Lake Water Aerodrome,2100,NA,CA,CA-BC,Whistler,CAE5,YWS,CAE5,"-122.948997498, 50.1436004639"
CAE7,seaplane_base,Harrison Hot Springs Seaplane Base,34,NA,CA,CA-BC,Harrison Hot Springs,CAE7,,CAE7,"-121.785936356, 49.3048530057"
CAE9,seaplane_base,Bamfield Seaplane Base,0,NA,CA,CA-BC,Bamfield,CAE9,YBF,CAE9,"-125.133003235, 48.8333015442"
CAF2,small_airport,Cayuga East Airport,644,NA,CA,CA-ON,Cayuga,CAF2,,CAF2,"-79.788, 42.960301"
CAF4,small_airport,Tsuniah Lake Lodge Airport,4000,NA,CA,CA-BC,Tsuniah Lake Lodge,CAF4,,CAF4,"-124.16699981689453, 51.53329849243164"
CAF6,seaplane_base,Big Bay Seaplane Base,,NA,CA,CA-BC,Stuart Island,CAF6,YIG,CAF6,"-125.1372, 50.3923"
CAF8,seaplane_base,Nimpo Lake Seaplane Base,3665,NA,CA,CA-BC,Nimpo Lake,CAF8,,CAF8,"-125.145, 52.327"
CAG3,small_airport,Chilko Lake (Tsylos Park Lodge) Airport,3850,NA,CA,CA-BC,Chilko Lake,CAG3,CJH,CAG3,"-124.141998291, 51.626098632799994"
CAG6,seaplane_base,Blind Channel Seaplane Base,0,NA,CA,CA-BC,,CAG6,,CAG6,"-125.5, 50.416698"
CAG8,seaplane_base,Pender Harbour Seaplane Base,0,NA,CA,CA-BC,,CAG8,YPT,CAG8,"-124.024884, 49.623785"
CAG9,seaplane_base,Surge Narrows Seaplane Base,0,NA,CA,CA-BC,Surge Narrows,CAG9,,CAG9,"-125.116997, 50.216702"
CAH2,seaplane_base,Ocean Falls Seaplane Base,0,NA,CA,CA-BC,Ocean Falls,CAH2,ZOF,CAH2,"-127.717002869, 52.3666992188"
CAH3,small_airport,Courtenay Airpark,26,NA,CA,CA-BC,Courtenay,CAH3,YCA,CAH3,"-124.9820022583, 49.679401397705"
CAH4,small_airport,Valemount Airport,2615,NA,CA,CA-BC,Valemount,CAH4,,CAH4,"-119.33399963378906, 52.85329818725586"
CAH5,closed,Leo Creek Airport,2360,NA,CA,CA-BC,Leo Creek,CAH5,,,"-125.614054, 55.119853"
CAH7,seaplane_base,Kamloops Seaplane Base,1129,NA,CA,CA-BC,,CAH7,,CAH7,"-120.432999, 50.700003"
CAH8,closed,Penticton Seaplane Base,1108,NA,CA,CA-BC,,CAH8,,CAH8,"-119.599998, 49.45003"
CAH9,closed,Telegraph Creek Seaplane Base,1100,NA,CA,CA-BC,,CAH9,,CAH9,"-131.182999, 57.900002"
CAJ2,small_airport,Wiley Airport,2365,NA,CA,CA-YT,Eagle Plains,CAJ2,,CAJ2,"-136.572998046875, 66.49109649658203"
CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,2070,NA,CA,CA-BC,Creston,CAJ3,CFQ,CAJ3,"-116.49800109863, 49.03689956665"
CAJ4,small_airport,Anahim Lake Airport,3635,NA,CA,CA-BC,Anahim Lake,CAJ4,YAA,CAJ4,"-125.3030014038086, 52.45249938964844"
CAJ7,small_airport,Cayley A J Flying Ranch Airport,3450,NA,CA,CA-AB,Cayley,CAJ7,,CAJ7,"-113.75, 50.45000076293945"
CAJ8,seaplane_base,Pitt Meadows Seaplane Base,6,NA,CA,CA-BC,,CAJ8,,CAJ8,"-122.709045, 49.209858"
CAJ9,small_airport,Fort Ware Airport,2450,NA,CA,CA-BC,Fort Ware,CAJ9,,CAJ9,"-125.6500015258789, 57.42720031738281"
CAK3,small_airport,Delta Heritage Air Park,10,NA,CA,CA-BC,Delta,CAK3,,CAK3,"-122.941002, 49.0774"
CAK6,seaplane_base,Camp Cordero Seaplane Base,0,NA,CA,CA-BC,,CAK6,,CAK6,"-125.453785, 50.446694"
CAK7,heliport,Vancouver (Children & Women's Health Centre) Heliport,225,NA,CA,CA-BC,Vancouver,CAK7,,CAK7,"-123.127095848, 49.2438419064"
CAK8,seaplane_base,Finlay Bay Seaplane Base,2205,NA,CA,CA-BC,,CAK8,,CAK8,"-123.7770004272461, 55.97919845581055"
CAL3,small_airport,Douglas Lake Airport,2770,NA,CA,CA-BC,Douglas Lake,CAL3,DGF,CAL3,"-120.171273351, 50.1654600485"
CAL4,small_airport,Fort MacKay/Albian Aerodrome,1048,NA,CA,CA-AB,Albian Village,CAL4,JHL,CAL4,"-111.418998718, 57.223899841299996"
CAL6,heliport,Prince Albert (Fire Centre) Heliport,1476,NA,CA,CA-SK,Prince Albert,CAL6,,CAL6,"-105.755736, 53.228574"
CAL7,heliport,Ganges (Lady Minto / Gulf Islands Hospital) Heliport,148,NA,CA,CA-BC,Ganges,CAL7,,CAL7,"-123.508716524, 48.8625294276"
CAL8,closed,Port Alice/Jeune Landing Seaplane Base,0,NA,CA,CA-BC,Port Alice,,,AL8,"-127.486232, 50.423233"
CAL9,seaplane_base,Tahsis Seaplane Base,0,NA,CA,CA-BC,Tahsis,CAL9,ZTS,CAL9,"-126.666999817, 49.916698455799995"
CAM3,small_airport,Duncan Airport,300,NA,CA,CA-BC,Duncan,CAM3,DUQ,CAM3,"-123.709702492, 48.7545336204"
CAM4,small_airport,Alhambra / Ahlstrom Airport,3212,NA,CA,CA-AB,Alhambra,CAM4,,CAM4,"-114.667525, 52.346194"
CAM5,small_airport,Houston Airport,2150,NA,CA,CA-BC,Houston,CAM5,,CAM5,"-126.778879166, 54.4392009821"
CAM7,closed,Kamloops (BC Hydro) Heliport,1770,NA,CA,CA-BC,Kamloops,,,,"-120.370989, 50.666766"
CAM8,seaplane_base,Port McNeill Seaplane Base,,NA,CA,CA-BC,,CAM8,,CAM8,"-127.088384628, 50.5922314571"
CAM9,seaplane_base,Vancouver International Seaplane Base,0,NA,CA,CA-BC,Vancouver,CAM9,,CAM9,"-123.168154, 49.177047"
CAN3,seaplane_base,Ucluelet Seaplane Base,,NA,CA,CA-BC,,CAN3,,CAN3,"-125.550005, 48.950003"
CAN6,seaplane_base,Prince Rupert/Digby Island Seaplane Base,0,NA,CA,CA-BC,Prince Rupert,CAN6,,CAN6,"-130.405058, 54.313646"
CAN8,closed,Port Simpson Seaplane Base,0,NA,CA,CA-BC,Lax Kw'alaams,CAN8,YPI,CAN8,"-130.432999, 54.5667"
CAN9,seaplane_base,Vanderhoof (District) Seaplane Base,2050,NA,CA,CA-BC,Vanderhoof,CAN9,,CAN9,"-123.995001, 54.0206"
CAP3,small_airport,Sechelt-Gibsons Airport,340,NA,CA,CA-BC,Sechelt,CAP3,YHS,CAP3,"-123.71900177, 49.460601806599996"
CAP5,seaplane_base,Victoria Airport,,NA,CA,CA-BC,,CAP5,,CAP5,"-123.450450897, 48.6538920506"
CAP6,small_airport,Ingenika Airport,2230,NA,CA,CA-BC,Ingenika,CAP6,,CAP6,"-124.897003174, 56.790599823"
CAP7,seaplane_base,Kitkatla Seaplane Base,,NA,CA,CA-BC,Kitkatla,CAP7,YKK,CAP7,"-130.432998657, 53.7999992371"
CAP8,closed,Port Washington Seaplane Base,0,NA,CA,CA-BC,Port Washington,CAP8,,CAP8,"-123.321, 48.812"
CAP9,small_airport,Appleton Field,3080,NA,CA,CA-AB,Strathmore,CAP9,,CAP9,"-113.3703, 50.9904"
CAQ3,seaplane_base,Coal Harbour Seaplane Base,0,NA,CA,CA-BC,Coal Harbour,CAQ3,,CAQ3,"-127.583000183, 50.5999984741"
CAQ4,small_airport,Springhouse Airpark,3250,NA,CA,CA-BC,Springhouse,CAQ4,,CAQ4,"-122.13899993896484, 51.95560073852539"
CAQ5,small_airport,Nakusp Airport,1689,NA,CA,CA-BC,Nakusp,CAQ5,,CAQ5,"-117.81300354003906, 50.26639938354492"
CAQ6,seaplane_base,Queen Charlotte City Seaplane Base,,NA,CA,CA-BC,,CAQ6,,CAQ6,"-132.06700134277344, 53.25"
CAQ8,seaplane_base,Powell Lake Seaplane Base,183,NA,CA,CA-BC,,CAQ8,WPL,CAQ8,"-124.532997131, 49.8833007812"
CAR2,small_airport,Crawford Bay Airport,1760,NA,CA,CA-BC,Crawford Bay,CAR2,,CAR2,"-116.81700134277344, 49.66669845581055"
CAR5,small_airport,Arthur (Arthur South),1530,NA,CA,CA-ON,,CAR5,,,"-80.4329252243, 43.7827292694"
CAR7,seaplane_base,Kyuquot Seaplane Base,,NA,CA,CA-BC,,CAR7,,CAR7,"-127.36699676513672, 50.03329849243164"
CAR9,seaplane_base,Bella Bella/Waglisla Seaplane Base,0,NA,CA,CA-BC,,CAR9,,CAR9,"-128.132994, 52.166698"
CAS2,small_airport,Moose Lake (Lodge) Airport,3500,NA,CA,CA-BC,Moose Lake,CAS2,,CAS2,"-125.40899658203125, 53.073299407958984"
CAS3,small_airport,Barkerville Airport,4060,NA,CA,CA-BC,Barkerville,CAS3,,CAS3,"-121.51499938964844, 53.08810043334961"
CAS4,seaplane_base,Fort Langley Seaplane Base,10,NA,CA,CA-BC,,CAS4,,CAS4,"-122.53299713134766, 49.16669845581055"
CAS5,heliport,Aerosmith Heli Service Heliport,282,NA,CA,CA-BC,Qualicum Beach,CAS5,,CAS5,"-124.413302, 49.3074"
CAS8,seaplane_base,Roberval (Air Saguenay) Water Aerodrome,321,NA,CA,CA-QC,Roberval,CAS8,,CAS8,"-72.22, 48.526"
CAT1,small_airport,Atwood / Coghlin Airport,1215,NA,CA,CA-ON,Atwood,CAT1,,CAT1,"-81.00440216060001, 43.6833000183"
CAT3,seaplane_base,Nanaimo/Long Lake Seaplane Base,390,NA,CA,CA-BC,,CAT3,,CAT3,"-124.008982, 49.209538"
CAT4,small_airport,Qualicum Beach Airport,191,NA,CA,CA-BC,Qualicum Beach,CAT4,XQU,CAT4,"-124.393997, 49.3372"
CAT5,small_airport,Port Mcneill Airport,225,NA,CA,CA-BC,Port Mcneill,CAT5,YMP,CAT5,"-127.028999329, 50.5755996704"
