ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
ABE,closed,RAF Calveley,,EU,GB,GB-ENG,Cheshire,,,,"-2.603889, 53.113333"
ABL,closed,RNAS/RAF Calshot,,EU,GB,GB-ENG,Hampshire,,,,"-1.30677223206, 50.8199131549"
ADJ,closed,RAF Castletown,,EU,GB,GB-SCT,Caithness,,,,"-3.3481693267800003, 58.5847198881"
BE-0005,closed,RAF Castle Camps,420,EU,GB,GB-ENG,Cambridgeshire,,,,"0.378611, 52.051389"
bl,closed,RNAS Pembroke/RNAS Milton/RAF Carew Cheriton,,NA,GB,GB-ENG,Pembrokeshire,,,,"-4.812355041499999, 51.690117088"
Cark,small_airport,Cark airfield,20,EU,GB,GB-ENG,Cark,,,,"-2.962299, 54.163753"
EG03,small_airport,Badminton Airfield,495,EU,GB,GB-ENG,Badminton,EG03,,,"-2.30318069458, 51.5484166846"
EG19,small_airport,Boon Hill Farm Airstrip,,EU,GB,GB-ENG,"Fadmoor, Kirbymoorside",EG19,,,"-0.983105, 54.308086"
EG34,small_airport,Ledbury Airport,250,EU,GB,GB-ENG,Ledbury,,,,"-2.47416, 52.0019"
EG3L,small_airport,Milfield Glider Field,,EU,GB,GB-ENG,,EGEX,,,"-2.087231, 55.591636"
EG64,small_airport,Rufforth West,65,EU,GB,GB-ENG,York (Rufforth),EGYJ,,,"-1.185575, 53.94829"
EG73,closed,RNAS Fearn Air Base,25,EU,GB,GB-SCT,Fearn,,,,"-3.943, 57.757999"
EG74,small_airport,Bruntingthorpe Airport,467,EU,GB,GB-ENG,Bruntingthorpe,,,,"-1.12509, 52.492972"
EGAA,large_airport,Belfast International Airport,268,EU,GB,GB-NIR,Belfast,EGAA,BFS,,"-6.2158298492399995, 54.6575012207"
EGAB,medium_airport,St Angelo Airport,155,EU,GB,GB-NIR,Enniskillen,EGAB,ENK,,"-7.651669979095459, 54.39889907836914"
EGAC,large_airport,George Best Belfast City Airport,15,EU,GB,GB-NIR,Belfast,EGAC,BHD,,"-5.872499942779541, 54.618099212646484"
EGAD,small_airport,Newtownards Airport,9,EU,GB,GB-NIR,Newtownards,EGAD,,,"-5.69193983078, 54.5811004639"
EGAE,medium_airport,City of Derry Airport,22,EU,GB,GB-NIR,Derry,EGAE,LDY,,"-7.161109924316406, 55.04280090332031"
EGAL,closed,Langford Lodge Air Base,,EU,GB,GB-NIR,Belfast,EGAL,,,"-6.30000019, 54.62310028"
EGBB,large_airport,Birmingham International Airport,327,EU,GB,GB-ENG,Birmingham,EGBB,BHX,,"-1.74802994728, 52.453899383499994"
EGBC,heliport,Cheltenham Racecourse Heliport,213,EU,GB,GB-ENG,Cheltenham,EGBC,,,"-2.054351, 51.925626"
EGBD,small_airport,Derby Airfield,175,EU,GB,GB-ENG,Derby,EGBD,,,"-1.61749994755, 52.8596992493"
EGBE,medium_airport,Coventry Airport,267,EU,GB,GB-ENG,Coventry,EGBE,CVT,,"-1.4797199964499999, 52.3697013855"
EGBF,small_airport,Bedford Aerodrome,270,EU,GB,GB-ENG,Bedford,EGBF,,,"-0.4455556, 52.2325"
EGBG,small_airport,Leicester Airport,469,EU,GB,GB-ENG,Leicester,EGBG,,,"-1.03193998336792, 52.6077995300293"
EGBJ,medium_airport,Gloucestershire Airport,101,EU,GB,GB-ENG,Staverton,EGBJ,GLO,,"-2.167220115661621, 51.89419937133789"
EGBK,small_airport,Sywell Aerodrome,429,EU,GB,GB-ENG,Northampton,EGBK,ORM,,"-0.7930560112, 52.305301666300004"
EGBL,small_airport,Long Marston Airfield,154,EU,GB,GB-ENG,Long Marston,EGBL,,,"-1.75361001, 52.14030075"
EGBM,small_airport,Tatenhill Airfield,439,EU,GB,GB-ENG,Burton upon Trent,EGBM,,,"-1.76110994816, 52.814701080300004"
EGBN,medium_airport,Nottingham Airport,138,EU,GB,GB-ENG,Nottingham,EGBN,NQT,,"-1.0791699886322021, 52.91999816894531"
EGBO,small_airport,Wolverhampton Halfpenny Green Airport,283,EU,GB,GB-ENG,Wolverhampton,EGBO,,,"-2.2594399452209473, 52.51750183105469"
EGBP,small_airport,Cotswold Airport,433,EU,GB,GB-ENG,Kemble,EGBP,GBA,,"-2.05694, 51.668095"
EGBR,small_airport,Breighton Airfield,163,EU,GB,GB-ENG,Breighton,EGBR,,,"-0.915964, 53.8024"
EGBS,small_airport,Shobdon Aerodrome,318,EU,GB,GB-ENG,Shobdon,EGBS,,,"-2.8811099529299997, 52.2416992188"
EGBT,small_airport,Turweston Airport,448,EU,GB,GB-ENG,Turweston,EGBT,,,"-1.09555995464, 52.0407981873"
EGBV,heliport,Silverstone Heliport,502,EU,GB,GB-ENG,Buckingham,EGBV,,,"-1.0166699886322021, 52.0713996887207"
EGBW,small_airport,Wellesbourne Mountford Airport,159,EU,GB,GB-ENG,Stratford-on-Avon,EGBW,,,"-1.6144399642944336, 52.19219970703125"
EGCA,small_airport,Coal Aston Airfield,750,EU,GB,GB-ENG,,EGCA,,,"-1.430556, 53.304722"
EGCB,small_airport,City Airport Manchester,73,EU,GB,GB-ENG,Manchester / Salford,EGCB,,,"-2.38971996307, 53.471698761"
EGCC,large_airport,Manchester Airport,257,EU,GB,GB-ENG,Manchester,EGCC,MAN,,"-2.2749500274658203, 53.35369873046875"
EGCD,closed,Manchester Woodford Airport,295,EU,GB,GB-ENG,Manchester,EGCD,,XXB,"-2.14889, 53.3381"
EGCE,closed,RAF Wrexham,250,EU,GB,GB-WLS,Wrexham,EGCE,,,"-2.9502777777799998, 53.066666666699994"
EGCF,small_airport,Sandtoft Airfield,11,EU,GB,GB-ENG,Belton,EGCF,,,"-0.8583329916, 53.559700012200004"
EGCG,small_airport,Strubby Airfield,45,EU,GB,GB-ENG,Strubby,EGCG,,,"0.172269, 53.310826"
EGCH,heliport,Holyhead Heliport,39,EU,GB,GB-WLS,,EGCH,,,"-4.616862, 53.298848"
EGCJ,small_airport,Sherburn-In-Elmet Airfield,26,EU,GB,GB-ENG,Selby,EGCJ,,,"-1.216877, 53.788458"
EGCK,small_airport,Caernarfon Airport,1,EU,GB,GB-WLS,Caernarfon,EGCK,,,"-4.337614, 53.101819"
EGCL,small_airport,Fenland Airfield,8,EU,GB,GB-ENG,Spalding,EGCL,,,"-0.0297219995409, 52.739200592"
EGCN,large_airport,Robin Hood Doncaster Sheffield Airport,55,EU,GB,GB-ENG,Doncaster,EGCN,DSA,,"-1.01065635681, 53.4805378105"
EGCO,closed,Birkdale Sands Beach Runway,3,EU,GB,GB-ENG,Southport,EGCO,,,"-3.02861, 53.645302"
EGCP,closed,RAF Thorne,16,EU,GB,GB-ENG,Thorne,EGCP,,,"-0.928056, 53.6222"
EGCR,closed,Croydon Airport,,EU,GB,GB-U-A,,EGCR,,,"-0.117222, 51.356389"
EGCS,small_airport,Sturgate Airfield,58,EU,GB,GB-ENG,Lincoln,EGCS,,,"-0.6852779984474182, 53.381099700927734"
EGCT,small_airport,Tilstock Airfield,301,EU,GB,GB-ENG,Whitchurch,EGCT,,,"-2.646389961242676, 52.93080139160156"
EGCV,small_airport,Sleap Airport,275,EU,GB,GB-ENG,Shrewsbury,EGCV,,,"-2.77167010307, 52.833900451699996"
EGCW,small_airport,Welshpool Airport,233,EU,GB,GB-WLS,Welshpool,EGCW,,,"-3.153330087661743, 52.62860107421875"
EGDA,closed,RAF Brawdy,,EU,GB,GB-WLS,,EGDA,,,"-5.119972, 51.88375"
EGDC,medium_airport,Royal Marines Base Chivenor Airport,27,EU,GB,GB-ENG,Chivenor,EGDC,,,"-4.1503400802612305, 51.08720016479492"
EGDD,small_airport,Bicester Airfield,266,EU,GB,GB-ENG,Bicester,EGDD,,,"-1.1319400072097778, 51.91669845581055"
EGDJ,small_airport,Upavon Aerodrome,574,EU,GB,GB-ENG,Upavon,EGDJ,UPV,,"-1.7820199728, 51.2862014771"
EGDL,closed,RAF Lyneham,513,EU,GB,GB-ENG,Lyneham,EGDL,LYE,,"-1.99343, 51.5051"
EGDM,medium_airport,MoD Boscombe Down Airport,407,EU,GB,GB-ENG,Amesbury,EGDM,,,"-1.7474100589752197, 51.152198791503906"
EGDN,small_airport,Netheravon Airfield,456,EU,GB,GB-ENG,Netheravon,EGDN,,,"-1.7542500495900002, 51.247200012200004"
EGDO,small_airport,RNAS Predannack Air Base,295,EU,GB,GB-ENG,Predannack Wollas,EGDO,,,"-5.23083, 50.001202"
EGDP,heliport,RNAS Portland Heliport,,EU,GB,GB-ENG,Portland,EGDP,,,"-2.4497199058532715, 50.56809997558594"
EGDR,medium_airport,RNAS Culdrose,267,EU,GB,GB-ENG,Helston,EGDR,,,"-5.255710124969482, 50.08610153198242"
EGDT,closed,Wroughton Airfield,656,EU,GB,GB-ENG,Wroughton,EGDT,,,"-1.80194, 51.5061"
EGDV,small_airport,Hullavington Airfield,327,EU,GB,GB-ENG,Hullavington,EGDV,,,"-2.141555, 51.526732"
EGDW,small_airport,Merryfield RNAS Air Base,151,EU,GB,GB-ENG,Ilminster,EGDW,,,"-2.93556, 50.962502"
EGDX,medium_airport,St. Athan Airport,163,EU,GB,GB-WLS,St. Athan,EGSY,,,"-3.43575, 51.4048"
EGDY,medium_airport,RNAS Yeovilton,75,EU,GB,GB-ENG,Yeovil,EGDY,YEO,,"-2.638819932937622, 51.0093994140625"
EGEA,heliport,Culter Heliport,300,EU,GB,GB-SCT,,EGEA,,,"-2.32116490602, 57.1198600605"
EGEC,medium_airport,Campbeltown Airport,42,EU,GB,GB-SCT,Campbeltown,EGEC,CAL,,"-5.686389923095703, 55.437198638916016"
EGED,medium_airport,Eday Airport,10,EU,GB,GB-SCT,Eday,EGED,EOI,,"-2.7722198963165283, 59.19060134887695"
EGEF,medium_airport,Fair Isle Airport,223,EU,GB,GB-SCT,Fair Isle,EGEF,FIE,,"-1.628059983253479, 59.53580093383789"
EGEG,heliport,Glasgow City Heliport,,EU,GB,GB-SCT,Glasgow,EGEG,,,"-4.2969441413879395, 55.86138916015625"
EGEH,small_airport,Whalsay Airport,100,EU,GB,GB-SCT,Whalsay,EGEH,WHS,,"-0.9255560040473938, 60.377498626708984"
EGEL,small_airport,Coll Airport,21,EU,GB,GB-SCT,Coll Island,EGEL,COL,,"-6.61778020859, 56.6018981934"
EGEN,small_airport,North Ronaldsay Airport,40,EU,GB,GB-SCT,North Ronaldsay,EGEN,NRL,,"-2.43443989754, 59.3675003052"
EGEO,small_airport,Oban Airport,20,EU,GB,GB-SCT,North Connel,EGEO,OBN,,"-5.399670124053955, 56.4635009765625"
EGEP,small_airport,Papa Westray Airport,91,EU,GB,GB-SCT,Papa Westray,EGEP,PPW,,"-2.9002799987800003, 59.351699829100006"
EGER,small_airport,Stronsay Airport,39,EU,GB,GB-SCT,Stronsay,EGER,SOY,,"-2.64139008522, 59.1553001404"
EGES,small_airport,Sanday Airport,68,EU,GB,GB-SCT,Sanday,EGES,NDY,,"-2.576669931411743, 59.250301361083984"
EGET,small_airport,Lerwick / Tingwall Airport,43,EU,GB,GB-SCT,Lerwick,EGET,LWK,,"-1.24361002445, 60.192199707"
EGEW,small_airport,Westray Airport,29,EU,GB,GB-SCT,Westray,EGEW,WRY,,"-2.95000004768, 59.3502998352"
EGEY,small_airport,Colonsay Airstrip,44,EU,GB,GB-SCT,Colonsay,EGEY,CSA,,"-6.24306, 56.057499"
EGEZ,heliport,Nesscliffe Camp Helipad,200,EU,GB,GB-ENG,Nesscliffe,EGEZ,,,"-2.9275, 52.757778"
EGFA,small_airport,Aberporth Airport,428,EU,GB,GB-WLS,Aberporth,EGFA,,,"-4.556940078739999, 52.1152992249"
EGFC,heliport,Cardiff Heliport,,EU,GB,GB-WLS,Cardiff,EGFC,,,"-3.13750004768, 51.467498779299994"
EGFE,medium_airport,Haverfordwest Airport,159,EU,GB,GB-WLS,Haverfordwest,EGFE,HAW,,"-4.9611101150512695, 51.833099365234375"
EGFF,large_airport,Cardiff International Airport,220,EU,GB,GB-WLS,Cardiff,EGFF,CWL,,"-3.343329906463623, 51.39670181274414"
EGFH,medium_airport,Swansea Airport,299,EU,GB,GB-WLS,Swansea,EGFH,SWS,,"-4.0678300857543945, 51.60530090332031"
EGFP,small_airport,Pembrey Airport,15,EU,GB,GB-WLS,Pembrey,EGFP,,,"-4.312220096588135, 51.71390151977539"
EGGD,large_airport,Bristol Airport,622,EU,GB,GB-ENG,Bristol,EGGD,BRS,,"-2.71909, 51.382702"
EGGP,large_airport,Liverpool John Lennon Airport,80,EU,GB,GB-ENG,Liverpool,EGGP,LPL,,"-2.849720001220703, 53.33359909057617"
EGGW,large_airport,London Luton Airport,526,EU,GB,GB-ENG,London,EGGW,LTN,,"-0.36833301186561584, 51.874698638916016"
EGHA,small_airport,Compton Abbas Aerodrome,811,EU,GB,GB-ENG,Shaftesbury,EGHA,,,"-2.1536099910736084, 50.967201232910156"
EGHB,small_airport,Maypole Airfield,100,EU,GB,GB-ENG,Maypole,EGHB,,,"1.155292, 51.337508"
EGHC,medium_airport,Land's End Airport,398,EU,GB,GB-ENG,Land's End,EGHC,LEQ,,"-5.67056, 50.102798"
EGHD,closed,Plymouth City Airport,476,EU,GB,GB-ENG,Plymouth,EGHD,PLH,,"-4.10583, 50.422798"
EGHE,medium_airport,St. Mary's Airport,116,EU,GB,GB-ENG,St. Mary's,EGHE,ISC,,"-6.291669845581055, 49.913299560546875"
EGHF,small_airport,Solent Airport,32,EU,GB,GB-ENG,Lee-on-Solent,EGHF,,,"-1.20333, 50.814201"
EGHG,small_airport,Yeovil/Westland Aerodrome,202,EU,GB,GB-ENG,Yeovil,EGHG,,,"-2.6586101055145264, 50.939998626708984"
EGHH,large_airport,Bournemouth Airport,38,EU,GB,GB-ENG,Bournemouth,EGHH,BOH,,"-1.8424999713897705, 50.779998779296875"
EGHI,large_airport,Southampton Airport,44,EU,GB,GB-ENG,Southampton,EGHI,SOU,,"-1.3567999601364136, 50.95029830932617"
EGHJ,small_airport,Bembridge Airport,53,EU,GB,GB-ENG,Bembridge,EGHJ,BBP,,"-1.10943996906, 50.6781005859"
EGHK,closed,Penzance Heliport,14,EU,GB,GB-ENG,Penzance,EGHK,PZE,,"-5.51845, 50.128101"
EGHL,medium_airport,Lasham Airfield,618,EU,GB,GB-ENG,Lasham,EGHL,,,"-1.0335, 51.187199"
EGHN,small_airport,Isle of Wight / Sandown Airport,55,EU,GB,GB-ENG,Sandown,EGHN,,,"-1.18221998, 50.653099"
EGHO,small_airport,Thruxton Aerodrome,319,EU,GB,GB-ENG,Andover,EGHO,,,"-1.600000023841858, 51.210601806640625"
EGHP,small_airport,Popham Airfield,550,EU,GB,GB-ENG,Basingstoke,EGHP,,,"-1.23472, 51.193901"
EGHQ,medium_airport,Newquay Cornwall Airport,390,EU,GB,GB-ENG,Newquay,EGHQ,NQY,,"-4.995409965515137, 50.44060134887695"
EGHR,small_airport,Goodwood Aerodrome,98,EU,GB,GB-ENG,Chichester,EGHR,QUG,,"-0.759167, 50.859402"
EGHS,small_airport,Henstridge Airfield,184,EU,GB,GB-ENG,Henstridge,EGHS,,,"-2.357219934463501, 50.98500061035156"
EGHT,heliport,Tresco Heliport,20,EU,GB,GB-ENG,Tresco,EGHT,,,"-6.331389904022217, 49.94559860229492"
EGHU,small_airport,Eaglescott Airfield,655,EU,GB,GB-ENG,Burrington,EGHU,,,"-3.9894399642944336, 50.9286003112793"
EGHY,small_airport,Truro Airport,127,EU,GB,GB-ENG,Truro,EGHY,,,"-5.142290115356445, 50.27840042114258"
EGKA,medium_airport,Shoreham Airport,7,EU,GB,GB-ENG,Brighton,EGKA,ESH,,"-0.297222, 50.835602"
EGKB,medium_airport,London Biggin Hill Airport,598,EU,GB,GB-ENG,London,EGKB,BQH,,"0.0324999988079, 51.33079910279999"
EGKC,small_airport,Bognor Regis,1,EU,GB,GB-ENG,,EGKC,,,"-0.658847, 50.801667"
EGKE,small_airport,Challock Airfield,600,EU,GB,GB-ENG,Challock,EGKE,,,"0.8291670083999634, 51.20830154418945"
EGKG,heliport,Goodwood Racecourse Heliport,510,EU,GB,GB-ENG,Chichester,EGKG,,,"-0.7397220134735107, 50.90060043334961"
EGKH,small_airport,Lashenden (Headcorn) Airfield,72,EU,GB,GB-ENG,Maidstone,EGKH,,,"0.641667, 51.156898"
EGKK,large_airport,London Gatwick Airport,202,EU,GB,GB-ENG,London,EGKK,LGW,,"-0.190278, 51.148102"
EGKL,small_airport,Deanland Lewes Airfield,69,EU,GB,GB-ENG,Lewes,EGKL,,,"0.156389, 50.878899"
EGKM,closed,RAF West Malling,308,EU,GB,GB-ENG,West Malling,EGKM,WEM,,"0.4, 51.27"
EGKR,small_airport,Redhill Aerodrome,222,EU,GB,GB-ENG,Redhill,EGKR,KRH,,"-0.138611003757, 51.2136001587"
EGLA,small_airport,Bodmin Airfield,650,EU,GB,GB-ENG,Bodmin,EGLA,,,"-4.665830135345459, 50.499698638916016"
EGLC,medium_airport,London City Airport,19,EU,GB,GB-ENG,London,EGLC,LCY,,"0.055278, 51.505299"
EGLD,small_airport,Denham Aerodrome,24,EU,GB,GB-ENG,Gerrards Cross,EGLD,,,"-0.513055980206, 51.5882987976"
EGLF,medium_airport,Farnborough Airport,238,EU,GB,GB-ENG,Farnborough,EGLF,FAB,,"-0.776332974434, 51.2757987976"
EGLG,closed,Panshanger Aerodrome,249,EU,GB,GB-ENG,Hertford,EGLG,,,"-0.158056005836, 51.80250167849999"
EGLJ,small_airport,Chalgrove Airport,240,EU,GB,GB-ENG,Chalgrove,EGLJ,,,"-1.0808299779891968, 51.67610168457031"
EGLK,medium_airport,Blackbushe Airport,325,EU,GB,GB-ENG,Yateley,EGLK,BBS,,"-0.8475000262260437, 51.32389831542969"
EGLL,large_airport,London Heathrow Airport,83,EU,GB,GB-ENG,London,EGLL,LHR,,"-0.461941, 51.4706"
EGLM,small_airport,White Waltham Airfield,131,EU,GB,GB-ENG,Maidenhead,EGLM,,,"-0.774443984032, 51.500801086399996"
EGLP,small_airport,Brimpton Airfield,210,EU,GB,GB-ENG,,EGLP,,,"-1.169167, 51.383889"
EGLS,closed,Old Sarum Airfield,285,EU,GB,GB-ENG,Salisbury,EGLS,,,"-1.78417, 51.0989"
EGLT,heliport,Ascot Racecourse Heliport,220,EU,GB,GB-ENG,Ascot Heath,EGLT,,,"-0.6591669917106628, 51.42639923095703"
EGLW,heliport,London Heliport,18,EU,GB,GB-ENG,London,EGLW,,,"-0.179444000125, 51.46972274779999"
EGMA,small_airport,Fowlmere Airfield,124,EU,GB,GB-ENG,Cambridge,EGMA,,,"0.0616669990122, 52.0774993896"
EGMC,medium_airport,Southend Airport,49,EU,GB,GB-ENG,Southend,EGMC,SEN,,"0.6955559849739075, 51.5713996887207"
EGMD,medium_airport,Lydd Airport,13,EU,GB,GB-ENG,"Lydd, Ashford",EGMD,LYX,,"0.9391670227050781, 50.95610046386719"
EGMF,small_airport,Farthing Corner/Stoneacre Farm Airfield,420,EU,GB,GB-ENG,Bredhurst,EGMF,,,"0.600126, 51.332369"
EGMH,closed,Kent International Airport,178,EU,GB,GB-ENG,Manston,EGMH,MSE,,"1.34611, 51.342201"
EGMJ,small_airport,Little Gransden Airfield,250,EU,GB,GB-ENG,St. Neot's,EGMJ,,,"-0.153889000415802, 52.16669845581055"
EGMK,closed,Lympne Airport,351,EU,GB,GB-ENG,Ashford,EGMK,LYM,,"1.013, 51.08"
EGML,small_airport,Damyns Hall Aerodrome,59,EU,GB,GB-ENG,Upminster,EGML,,,"0.24555599689483643, 51.52859878540039"
EGMT,small_airport,Thurrock Airfield,20,EU,GB,GB-ENG,,EGMT,,,"0.367634, 51.537505"
EGNA,closed,Hucknall Airfield,279,EU,GB,GB-ENG,Nottingham,EGNA,,,"-1.2183300256729, 53.014400482178"
EGNB,closed,Brough Airport,12,EU,GB,GB-ENG,Brough,EGNB,,,"-0.566333, 53.7197"
EGNC,medium_airport,Carlisle Airport,190,EU,GB,GB-ENG,Carlisle,EGNC,CAX,,"-2.8091700077056885, 54.9375"
EGND,small_airport,Crosland Moor Airfield,825,EU,GB,GB-ENG,Huddersfield,EGND,,,"-1.830278, 53.621667"
EGNE,small_airport,Retford Gamston Airport,91,EU,GB,GB-ENG,Gamston,EGNE,,,"-0.9513890147209167, 53.280601501464844"
EGNF,small_airport,Netherthorpe Airfield,250,EU,GB,GB-ENG,Worksop,EGNF,,,"-1.19639003277, 53.3168983459"
EGNG,small_airport,Bagby Thirsk Prv Airport,161,EU,GB,GB-ENG,Bagby,EGNG,,,"-1.2899999618499998, 54.211101532"
EGNH,medium_airport,Blackpool International Airport,34,EU,GB,GB-ENG,Blackpool,EGNH,BLK,,"-3.0286099910736084, 53.77170181274414"
EGNI,small_airport,Skegness (Ingoldmells) Aerodrome,8,EU,GB,GB-ENG,Skegness,EGNI,,,"0.3293749988, 53.1716"
EGNJ,medium_airport,Humberside Airport,121,EU,GB,GB-ENG,Grimsby,EGNJ,HUY,,"-0.350832998752594, 53.57440185546875"
EGNL,medium_airport,Barrow Walney Island Airport,173,EU,GB,GB-ENG,Barrow-in-Furness,EGNL,BWF,,"-3.2675, 54.1286111"
EGNM,large_airport,Leeds Bradford Airport,681,EU,GB,GB-ENG,Leeds,EGNM,LBA,,"-1.6605700254440308, 53.86589813232422"
EGNO,medium_airport,Warton Aerodrome,55,EU,GB,GB-ENG,Warton,EGNO,WRT,,"-2.88306, 53.745098"
EGNP,heliport,Leeds Heliport,670,EU,GB,GB-ENG,,EGNP,,,"-1.662477, 53.878175"
EGNR,medium_airport,Hawarden Airport,45,EU,GB,GB-WLS,Hawarden,EGNR,CEG,,"-2.9777801036834717, 53.1781005859375"
EGNT,large_airport,Newcastle Airport,266,EU,GB,GB-ENG,Newcastle,EGNT,NCL,,"-1.6916699409484863, 55.037498474121094"
EGNU,small_airport,Full Sutton Airfield,86,EU,GB,GB-ENG,Full Sutton,EGNU,,,"-0.864722, 53.980598"
EGNV,medium_airport,Durham Tees Valley Airport,120,EU,GB,GB-ENG,Durham,EGNV,MME,,"-1.4294099807739258, 54.50920104980469"
EGNW,small_airport,Wickenby Aerodrome,63,EU,GB,GB-ENG,Lincoln,EGNW,,,"-0.349721997976, 53.3166999817"
EGNX,large_airport,East Midlands Airport,306,EU,GB,GB-ENG,Nottingham,EGNX,EMA,,"-1.32806003094, 52.8311004639"
EGNY,small_airport,Beverley/Linley Hill Airfield,3,EU,GB,GB-ENG,Beverley,EGNY,,,"-0.361389, 53.8983"
EGOD,small_airport,Llanbedr Airport,30,EU,GB,GB-WLS,Llanbedr,EGFD,,,"-4.1235799789429, 52.811698913574"
EGOE,small_airport,RAF Ternhill,272,EU,GB,GB-ENG,Ternhill,EGOE,,,"-2.533560037612915, 52.87120056152344"
EGOM,medium_airport,RAF Spadeadam,1066,EU,GB,GB-ENG,Spadeadam,EGOM,,,"-2.54999995232, 55.0499992371"
EGOQ,small_airport,RAF Mona,202,EU,GB,GB-WLS,Holyhead Island,EGOQ,,,"-4.37355, 53.258598"
EGOS,medium_airport,RAF Shawbury,249,EU,GB,GB-ENG,Shawbury,EGOS,,,"-2.6680400371551514, 52.79819869995117"
EGOV,medium_airport,Anglesey Airport,37,EU,GB,GB-WLS,Angelsey,EGOV,VLY,,"-4.53533983231, 53.2481002808"
EGOW,small_airport,RAF Woodvale,37,EU,GB,GB-ENG,Southport,EGOW,,,"-3.05552, 53.5816"
EGOY,closed,RAF West Freugh,55,EU,GB,GB-SCT,Wigtownshire,EGOY,,,"-4.94778, 54.8511"
EGPA,medium_airport,Kirkwall Airport,50,EU,GB,GB-SCT,Orkney Islands,EGPA,KOI,,"-2.9049999713897705, 58.957801818847656"
EGPB,medium_airport,Sumburgh Airport,20,EU,GB,GB-SCT,Lerwick,EGPB,LSI,,"-1.2955600023269653, 59.87889862060547"
EGPC,medium_airport,Wick Airport,126,EU,GB,GB-SCT,Wick,EGPC,WIC,,"-3.09306001663208, 58.458900451660156"
EGPD,large_airport,Aberdeen Dyce Airport,215,EU,GB,GB-SCT,Aberdeen,EGPD,ABZ,,"-2.197779893875122, 57.201900482177734"
EGPE,medium_airport,Inverness Airport,31,EU,GB,GB-SCT,Inverness,EGPE,INV,,"-4.047500133514404, 57.54249954223633"
EGPF,large_airport,Glasgow International Airport,26,EU,GB,GB-SCT,Glasgow,EGPF,GLA,,"-4.43306, 55.871899"
EGPG,small_airport,Cumbernauld Airport,350,EU,GB,GB-SCT,Cumbernauld,EGPG,,,"-3.97555994987, 55.9747009277"
EGPH,large_airport,Edinburgh Airport,135,EU,GB,GB-SCT,Edinburgh,EGPH,EDI,,"-3.372499942779541, 55.95000076293945"
EGPI,medium_airport,Islay Airport,56,EU,GB,GB-SCT,Port Ellen,EGPI,ILY,,"-6.256669998168945, 55.68190002441406"
EGPJ,small_airport,Fife Airport,399,EU,GB,GB-SCT,Glenrothes,EGPJ,,,"-3.22028, 56.1833"
EGPK,medium_airport,Glasgow Prestwick Airport,65,EU,GB,GB-SCT,Glasgow,EGPK,PIK,,"-4.586669921875, 55.5093994140625"
EGPL,medium_airport,Benbecula Airport,19,EU,GB,GB-SCT,Balivanich,EGPL,BEB,,"-7.3627800941467285, 57.48109817504883"
EGPM,medium_airport,Scatsta Airport,81,EU,GB,GB-SCT,Shetland Islands,EGPM,SCS,,"-1.2961100339889526, 60.43280029296875"
EGPN,medium_airport,Dundee Airport,17,EU,GB,GB-SCT,Dundee,EGPN,DND,,"-3.025830030441284, 56.45249938964844"
EGPO,medium_airport,Stornoway Airport,26,EU,GB,GB-SCT,Stornoway,EGPO,SYY,,"-6.331110000610352, 58.215599060058594"
EGPR,medium_airport,Barra Airport,5,EU,GB,GB-SCT,Eoligarry,EGPR,BRR,,"-7.44306, 57.0228"
EGPS,heliport,Peterhead Heliport,150,EU,GB,GB-SCT,Peterhead,EGPS,,,"-1.8613899946212769, 57.517799377441406"
EGPT,small_airport,Perth/Scone Airport,397,EU,GB,GB-SCT,Perth,EGPT,PSL,,"-3.372220039367676, 56.43920135498047"
EGPU,medium_airport,Tiree Airport,38,EU,GB,GB-SCT,Balemartine,EGPU,TRE,,"-6.869170188903809, 56.49919891357422"
EGPW,small_airport,Unst Airport,,EU,GB,GB-SCT,Shetland Islands,EGPW,UNT,,"-0.8538500070571899, 60.74720001220703"
EGPY,closed,Dounreay/Thurso Airport,22,EU,GB,GB-SCT,Thurso,EGPY,,,"-3.72694, 58.5839"
EGQB,closed,RAF Ballykelly Air Base (abandoned),85,EU,GB,GB-NIR,Ballykelly,EGQB,,,"-7.02028, 55.060299"
EGQK,medium_airport,RAF Kinloss,22,EU,GB,GB-SCT,Kinloss,EGQK,FSS,,"-3.56064009666, 57.6493988037"
EGQL,medium_airport,RAF Leuchars,38,EU,GB,GB-SCT,St. Andrews,EGQL,ADX,,"-2.8684399127960205, 56.37289810180664"
EGQS,medium_airport,RAF Lossiemouth,42,EU,GB,GB-SCT,Lossiemouth,EGQS,LMO,,"-3.339169979095459, 57.7052001953125"
EGSA,small_airport,Shipdham Airfield,210,EU,GB,GB-ENG,East Dereham,EGSA,,,"0.9280560016630001, 52.6293983459"
EGSB,closed,Castle Mill Airfield,154,EU,GB,GB-ENG,Bedford,EGSB,,,"-0.406111001968, 52.14329910279999"
EGSC,medium_airport,Cambridge Airport,47,EU,GB,GB-ENG,Cambridge,EGSC,CBG,,"0.175, 52.205002"
EGSD,heliport,Great Yarmouth - North Denes Heliport,6,EU,GB,GB-ENG,Great Yarmouth,EGSD,,,"1.72277998924, 52.6343994141"
EGSF,small_airport,Peterborough Business Airport,26,EU,GB,GB-ENG,Conington,EGSF,,,"-0.2511110007762909, 52.468101501464844"
